"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2021', 'Quantity')","('Aug 2021', 'FOB (Baht)')","('Jan - Aug 2021', 'Quantity')","('Jan - Aug 2021', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,30015,2438534
BD,BANGLADESH,204000,17106528,782000,64594623
CN,CHINA,8996750,696658788,63744642,4739453452
DE,GERMANY,0,0,75,6412
IN,INDIA,1138000,91152096,8973400,666520023
ID,INDONESIA,49000,4060490,572675,44599928
JP,JAPAN,0,0,12000,1122567
LA,LAO PDR,43,26277,1063,272556
MY,MALAYSIA,5184,746567,883826,73518828
PK,PAKISTAN,99000,8157081,174500,13822325
PH,PHILIPPINES,20,814,43945,4311215
SA,SAUDI ARABIA,0,0,24000,1645753
SG,SINGAPORE,0,0,24400,1905701
TW,"TAIWAN, PROVINCE OF CHINA",0,0,5000,383252
TR,TÜRKIYE,0,0,24000,1980866
AE,UNITED ARAB EMIRATES,0,0,48000,4129739
US,UNITED STATES,0,0,113000,8688200
VN,VIETNAM,66000,5642277,1014600,88840669
SUM,SUM,10557997,823550918,76471141,5718234643
