"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2021', 'Quantity')","('Jun 2021', 'FOB (Baht)')","('Jan - Jun 2021', 'Quantity')","('Jan - Jun 2021', 'FOB (Baht)')"
CN,CHINA,0,0,1300,53594
PF,FRENCH POLYNESIA,0,0,2,1470
HK,HONG KONG,142,453895,247,467002
ID,INDONESIA,1420,203738,5620,687488
LA,LAO PDR,0,0,72,15000
PH,PHILIPPINES,25400,1530052,203100,10497431
SG,SINGAPORE,0,0,155,240952
SUM,SUM,26962,2187685,210496,11962937
