"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2022', 'Quantity')","('Feb 2022', 'FOB (Baht)')","('Jan - Feb 2022', 'Quantity')","('Jan - Feb 2022', 'FOB (Baht)')"
AO,ANGOLA,0,0,52500,2291500
AU,AUSTRALIA,964070,45202600,1504730,70255893
BD,BANGLADESH,243000,11768383,516500,23789972
BE,BELGIUM,0,0,12000,1326840
KH,CAMBODIA,474000,22032523,814000,38124273
CA,CANADA,75000,4011798,174000,9331478
CN,CHINA,10201370,487375201,20981620,1036042382
CG,CONGO,0,0,34000,1812543
DJ,DJIBOUTI,476500,21007160,815500,37412963
FJ,FIJI,124000,6682391,178000,9608448
PF,FRENCH POLYNESIA,0,0,54000,3028679
IN,INDIA,2600525,127965231,5787525,297239813
ID,INDONESIA,8960500,413109478,19026240,880839452
IL,ISRAEL,0,0,37000,1606966
JP,JAPAN,1814950,96016578,3891500,197326071
KE,KENYA,200,9815,200,9815
KR,"KOREA,REPUBLIC OF",554000,28356663,1002500,52011050
LA,LAO PDR,444250,21547823,864000,43769386
MY,MALAYSIA,1371440,64766834,2902910,137815962
MU,MAURITIUS,0,0,10000,557682
MZ,MOZAMBIQUE,66000,3357936,198000,10636761
MM,MYANMAR,2541950,119992369,3510413,169049079
NC,NEW CALEDONIA,34000,1484320,34000,1484320
NZ,NEW ZEALAND,151000,8061150,259260,13817284
PG,PAPUA NEW GUINEA,0,0,26000,1314760
PH,PHILIPPINES,409000,20250611,1124250,56973357
PT,PORTUGAL,830000,34397344,1453500,62713744
RE,REUNION,0,0,17000,938757
RU,RUSSIAN FEDERATION,10000,433282,10000,433282
SN,SENEGAL,0,0,25000,940215
SG,SINGAPORE,37750,2035685,108350,6011370
ZA,SOUTH AFRICA,311000,16576405,631000,33041557
ES,SPAIN,0,0,108000,4318116
LK,SRI LANKA,71000,3385443,71000,3385443
CH,SWITZERLAND,0,0,21,791
TW,"TAIWAN, PROVINCE OF CHINA",1180000,61148020,3086750,164340231
TZ,TANZANIA UNITED REPUBLIC OF,238000,11549462,261500,12678034
TR,TÜRKIYE,100000,5054958,106700,5881773
UA,UKRAINE,51000,2159517,68250,3113601
AE,UNITED ARAB EMIRATES,2,3045,1002,58021
US,UNITED STATES,0,0,16000,820975
VN,VIETNAM,9270200,416045643,14630332,658887203
SUM,SUM,43604707,2055787668,84405053,4055039842
