"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'FOB (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,11,201
AT,AUSTRIA,100,4543,100,4543
BD,BANGLADESH,0,0,32500,809366
BN,BRUNEI DARUSSALAM,0,0,12000,566813
CN,CHINA,53000,344702,186200,1741421
JP,JAPAN,193,3254,552,10764
MY,MALAYSIA,0,0,25,1529
PG,PAPUA NEW GUINEA,0,0,62,19636
SG,SINGAPORE,0,0,0,50
ZA,SOUTH AFRICA,0,0,100,6857
CH,SWITZERLAND,0,0,42,1981
TW,"TAIWAN, PROVINCE OF CHINA",0,0,1425,103249
TR,TÜRKIYE,13800,1063570,140400,10994953
US,UNITED STATES,22200,1946307,113367,9554396
VN,VIETNAM,0,0,353000,19924696
SUM,SUM,89293,3362376,839784,43740455
