"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2016', 'Quantity')","('May 2016', 'FOB (Baht)')","('Jan - May 2016', 'Quantity')","('Jan - May 2016', 'FOB (Baht)')"
BN,BRUNEI DARUSSALAM,10000,433995,17000,689686
KH,CAMBODIA,1500,84891,5000,267947
HK,HONG KONG,0,0,150,2750
ID,INDONESIA,514000,23972830,1930000,96869602
JP,JAPAN,50,1736,1400,57746
KR,"KOREA,REPUBLIC OF",24000,916621,24000,916621
MY,MALAYSIA,16050,1034167,29050,1941121
PK,PAKISTAN,2700,317807,29475,2870824
ZA,SOUTH AFRICA,0,0,14,100
TW,"TAIWAN, PROVINCE OF CHINA",51,2375,826,40063
US,UNITED STATES,997,156119,997,156119
VN,VIETNAM,26000,773016,76000,2247273
SUM,SUM,595348,27693557,2113912,106059852
