"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2016', 'Quantity')","('Aug 2016', 'FOB (Baht)')","('Jan - Aug 2016', 'Quantity')","('Jan - Aug 2016', 'FOB (Baht)')"
CN,CHINA,0,0,89000,3638345
HK,HONG KONG,2600,148015,9325,535585
IN,INDIA,0,0,5150,397815
ID,INDONESIA,25975,4077928,144300,20487157
JP,JAPAN,0,0,1325,119596
LA,LAO PDR,14500,657125,159500,7231125
PK,PAKISTAN,300,16992,4475,251483
PH,PHILIPPINES,0,0,98000,5227303
US,UNITED STATES,100,12940,100,12940
VN,VIETNAM,76000,3811232,280000,13508134
SUM,SUM,119475,8724232,791175,51409483
