"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2019', 'Quantity')","('Oct 2019', 'FOB (Baht)')","('Jan - Oct 2019', 'Quantity')","('Jan - Oct 2019', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,69,43183
BN,BRUNEI DARUSSALAM,0,0,60,5283
KH,CAMBODIA,20680,618200,22346,1078440
CN,CHINA,27000,198263,597424,12880142
DK,DENMARK,0,0,74,10114
DE,GERMANY,0,0,44,5608
IN,INDIA,64000,2354936,1013000,39776431
ID,INDONESIA,0,0,817,699663
IT,ITALY,0,0,74,10114
JP,JAPAN,0,0,196,44425
KR,"KOREA,REPUBLIC OF",185,25285,610,60879
LA,LAO PDR,6842,772356,108887,9054222
MY,MALAYSIA,0,0,0,327
MM,MYANMAR,0,0,256,106000
NG,NIGERIA,30000,1498320,45000,2255507
NO,NORWAY,0,0,37,5057
SG,SINGAPORE,0,0,3122,209371
ZA,SOUTH AFRICA,0,0,52,14953
LK,SRI LANKA,0,0,9000,445445
TZ,TANZANIA UNITED REPUBLIC OF,0,0,10000,510406
AE,UNITED ARAB EMIRATES,37,5057,37,5057
US,UNITED STATES,200,29058,200,29058
VN,VIETNAM,0,0,1674,208411
SUM,SUM,148944,5501475,1812979,67458096
