"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2017', 'Quantity')","('Oct 2017', 'FOB (Baht)')","('Jan - Oct 2017', 'Quantity')","('Jan - Oct 2017', 'FOB (Baht)')"
AT,AUSTRIA,149,20228,149,20228
BE,BELGIUM,0,0,91,11978
KH,CAMBODIA,200,45000,200,45000
CN,CHINA,600,17536,5666,532251
DK,DENMARK,0,0,33,5057
HK,HONG KONG,0,32,193,159769
IN,INDIA,128000,5107152,1090750,49701136
ID,INDONESIA,52,69970,25590,1979569
IT,ITALY,0,0,99,15171
JP,JAPAN,19,2528,2763,598744
KR,"KOREA,REPUBLIC OF",75,10114,261,35399
LA,LAO PDR,0,0,51073,7231996
MY,MALAYSIA,0,0,182,237986
MM,MYANMAR,0,0,1425,119000
NZ,NEW ZEALAND,0,0,75,10114
NG,NIGERIA,0,0,28000,1746998
OM,OMAN,93,12642,93,12642
SG,SINGAPORE,600,41095,23668,1598974
LK,SRI LANKA,9000,486907,40100,2193812
CH,SWITZERLAND,0,0,112,15171
TW,"TAIWAN, PROVINCE OF CHINA",0,0,224,40456
AE,UNITED ARAB EMIRATES,0,0,145,20228
VN,VIETNAM,0,0,129,240947
SUM,SUM,138788,5813204,1271021,66572626
