"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2017', 'Quantity')","('Sept 2017', 'FOB (Baht)')","('Jan - Sept 2017', 'Quantity')","('Jan - Sept 2017', 'FOB (Baht)')"
DZ,ALGERIA,0,0,17000,703951
AR,ARGENTINA,0,0,717250,55645027
AU,AUSTRALIA,91500,2779772,2071165,86951121
AT,AUSTRIA,0,0,900,56997
BD,BANGLADESH,671000,27405748,6576505,290037377
BE,BELGIUM,192000,15972728,1236000,98302424
BR,BRAZIL,271000,10415074,2393700,101770957
KH,CAMBODIA,131000,4943181,3123810,119597327
CA,CANADA,700,49062,3850,200519
CL,CHILE,0,0,25,897
CN,CHINA,4539791,168201297,48311589,1887570593
CO,COLOMBIA,0,0,66500,2756401
CD,"CONGO, THE DEMOCRATIC REPUBLIC OF THE",0,0,255000,10692152
DJ,DJIBOUTI,297000,11680056,1402500,52233278
EC,ECUADOR,0,0,750,32079
EG,EGYPT,0,0,80,2851
ET,ETHIOPIA,0,0,33100,1335977
FJ,FIJI,0,0,72000,2820337
FR,FRANCE,100,4625,16100,2639060
PF,FRENCH POLYNESIA,30000,1198513,90000,3556511
DE,GERMANY,1300,59800,8380,261296
GH,GHANA,32500,713577,113750,2847616
HK,HONG KONG,1611500,62660925,17937834,679288380
IN,INDIA,528365,19327728,7382548,269820213
ID,INDONESIA,10271800,399435472,89709188,3543445848
IL,ISRAEL,0,0,72050,3261296
JP,JAPAN,614894,25740459,6641747,273552416
KE,KENYA,0,0,84300,3590926
KR,"KOREA,REPUBLIC OF",13000,1180961,251485,17566571
LA,LAO PDR,3000,121562,450225,18140866
MG,MADAGASCAR,0,0,1287000,36892001
MW,MALAWI,0,0,162000,4108375
MY,MALAYSIA,2318787,89095346,13401128,533685787
MU,MAURITIUS,112000,4724611,686000,29006720
MX,MEXICO,35975,1240823,124975,4757369
MZ,MOZAMBIQUE,0,0,269000,9613744
MM,MYANMAR,1160500,44155850,6237000,231852133
NL,NETHERLANDS,0,99,2000,882656
NC,NEW CALEDONIA,0,0,2000,76584
NZ,NEW ZEALAND,15000,562438,397175,13918571
NG,NIGERIA,51000,1911678,170000,6440522
OM,OMAN,0,0,136000,5687473
PK,PAKISTAN,42000,1801689,915300,47456106
PG,PAPUA NEW GUINEA,0,0,33000,1308777
PH,PHILIPPINES,1425000,56892366,10007650,404688076
PT,PORTUGAL,0,0,17000,681706
RU,RUSSIAN FEDERATION,0,0,2075,87576
SG,SINGAPORE,59825,2356867,759296,31014202
ZA,SOUTH AFRICA,45000,2370802,1017475,69852861
LK,SRI LANKA,56000,2177782,673250,37513004
SD,SUDAN,0,0,34050,1338377
CH,SWITZERLAND,0,0,800,38400
TW,"TAIWAN, PROVINCE OF CHINA",500,25311,194215,8516256
TZ,TANZANIA UNITED REPUBLIC OF,0,0,24000,1054918
TR,TÜRKIYE,0,0,104925,3930351
AE,UNITED ARAB EMIRATES,49500,1961203,591000,23681034
GB,UNITED KINGDOM,0,0,4090,834000
US,UNITED STATES,162326,9708335,768902,58814495
VN,VIETNAM,3974325,150349015,28766255,1117831319
SUM,SUM,28808188,1121224755,255826892,10214244657
