"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2019', 'Quantity')","('Aug 2019', 'FOB (Baht)')","('Jan - Aug 2019', 'Quantity')","('Jan - Aug 2019', 'FOB (Baht)')"
AU,AUSTRALIA,820600,31244045,6458570,266693847
BD,BANGLADESH,24750,859755,1703495,63186223
BE,BELGIUM,0,0,2406600,133283788
BT,BHUTAN,0,0,321750,11442059
KH,CAMBODIA,40,26400,40,26400
CN,CHINA,34433497,1458985984,231292551,10278713668
EC,ECUADOR,0,0,24750,1042102
FJ,FIJI,16000,577603,26000,968956
DE,GERMANY,0,0,20,1220
HK,HONG KONG,112360,1838106,298510,14270416
IN,INDIA,1179500,52604074,9834750,454359134
ID,INDONESIA,6340415,231531505,41723126,1628208127
JP,JAPAN,8086800,333177837,56210790,2381648835
KR,"KOREA,REPUBLIC OF",891600,45820150,5292995,280969281
MY,MALAYSIA,607765,25178305,7458162,309328163
MU,MAURITIUS,0,0,32500,1213653
MM,MYANMAR,0,0,78000,3922144
NP,NEPAL,0,0,78100,3457732
NL,NETHERLANDS,0,0,300,17513
NZ,NEW ZEALAND,733570,28263229,3559725,143813647
PK,PAKISTAN,24850,1270788,585050,24929942
PG,PAPUA NEW GUINEA,0,0,16000,569181
PH,PHILIPPINES,1114850,37830965,8330150,298334461
PT,PORTUGAL,0,0,50000,1778688
RE,REUNION,0,0,2000,74172
RU,RUSSIAN FEDERATION,0,0,413000,15210149
SG,SINGAPORE,35750,1548401,1350400,83255392
ZA,SOUTH AFRICA,0,0,45500,1806442
ES,SPAIN,0,0,1375,45323
LK,SRI LANKA,209000,7528077,821750,31248091
CH,SWITZERLAND,0,0,80,4593
TW,"TAIWAN, PROVINCE OF CHINA",699700,28705421,5856684,248857506
UA,UKRAINE,0,0,2000,72713
US,UNITED STATES,56020,4277788,451295,37118757
VN,VIETNAM,555525,29317077,5056835,275594756
SUM,SUM,55942592,2320585510,389782853,16995467074
