"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2012', 'Quantity')","('Aug 2012', 'FOB (Baht)')","('Jan - Aug 2012', 'Quantity')","('Jan - Aug 2012', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,199091,6014878
BD,BANGLADESH,0,0,68480,3064575
BE,BELGIUM,0,0,500,31279
CN,CHINA,3000,207886,41064,6109505
DJ,DJIBOUTI,0,0,34000,1531031
HK,HONG KONG,0,0,7000,346217
ID,INDONESIA,200,13653,280045,15687214
JP,JAPAN,20200,379830,111451,5043748
KR,"KOREA,REPUBLIC OF",0,0,1131,121295
MY,MALAYSIA,0,0,18500,883835
MM,MYANMAR,0,0,200,17244
PK,PAKISTAN,300,22461,725,55084
PH,PHILIPPINES,0,0,51075,2312709
TW,"TAIWAN, PROVINCE OF CHINA",0,0,500,33745
US,UNITED STATES,0,0,200,15314
VN,VIETNAM,111500,29315623,654208,65887545
SUM,SUM,135200,29939453,1468170,107155218
