"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2016', 'Quantity')","('Nov 2016', 'FOB (Baht)')","('Jan - Nov 2016', 'Quantity')","('Jan - Nov 2016', 'FOB (Baht)')"
KH,CAMBODIA,0,0,116000,3691811
CN,CHINA,0,0,76000,5920591
IN,INDIA,0,0,1390595,103492402
ID,INDONESIA,10000,1390134,119000,13110216
JP,JAPAN,0,0,5687,506719
MY,MALAYSIA,0,0,34500,3703302
MM,MYANMAR,0,0,29,63800
PH,PHILIPPINES,19000,1119722,328695,21286831
VN,VIETNAM,0,0,200,5757
SUM,SUM,29000,2509856,2070706,151781429
