"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2012', 'Quantity')","('Dec 2012', 'FOB (Baht)')","('Jan - Dec 2012', 'Quantity')","('Jan - Dec 2012', 'FOB (Baht)')"
AU,AUSTRALIA,103285,13257927,574093,67407836
AT,AUSTRIA,0,0,3100,274898
BD,BANGLADESH,0,0,73200,7077066
BY,BELARUS,0,0,1000,170372
BE,BELGIUM,0,0,147,4772
BR,BRAZIL,0,0,121500,12708422
CA,CANADA,0,0,72000,6135192
CN,CHINA,148200,12455014,2732090,263629930
CI,COTE D IVOIRE,16150,467502,16150,467502
DJ,DJIBOUTI,0,0,64000,1918371
ET,ETHIOPIA,0,0,64000,1846248
GA,GABON,0,0,48600,1391803
DE,GERMANY,10,6094,3276,215107
GH,GHANA,0,0,64350,1959921
HK,HONG KONG,25200,2267972,169319,11794534
IN,INDIA,240600,20441018,2221535,186528164
ID,INDONESIA,33175,3735807,783373,64038932
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,100,10565
IT,ITALY,2000,272393,3405,290454
JP,JAPAN,52000,1950000,1488260,37487076
KR,"KOREA,REPUBLIC OF",22100,856389,121625,11013627
KW,KUWAIT,0,0,0,1760
LA,LAO PDR,0,0,187010,8736702
LR,LIBERIA,0,0,656000,21541829
MY,MALAYSIA,93450,4869270,974569,57370670
ML,MALI,0,0,16000,555605
MM,MYANMAR,4125,356250,28625,1549457
nan,NAMIBIA,0,0,24000,675196
NL,NETHERLANDS,0,0,160800,4640504
PK,PAKISTAN,12600,1481507,51925,5206071
PH,PHILIPPINES,200,13468,167112,15448682
PL,POLAND,0,0,50,6108
PT,PORTUGAL,700,41585,700,41585
SG,SINGAPORE,24750,1199113,84492,4811338
ZA,SOUTH AFRICA,0,0,89748,6649701
LK,SRI LANKA,0,0,73110,2512585
TW,"TAIWAN, PROVINCE OF CHINA",6250,670140,403736,42510270
TZ,TANZANIA UNITED REPUBLIC OF,0,0,16200,472327
TR,TÜRKIYE,0,0,850,135561
UG,UGANDA,0,0,46,22894
AE,UNITED ARAB EMIRATES,12000,873910,13100,1055058
GB,UNITED KINGDOM,0,0,2,244
US,UNITED STATES,0,0,46775,4026375
UY,URUGUAY,0,0,16000,1531445
VN,VIETNAM,598,87868,34658,3606561
SUM,SUM,797393,65303227,11670631,859479320
