"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2014', 'Quantity')","('Jun 2014', 'FOB (Baht)')","('Jan - Jun 2014', 'Quantity')","('Jan - Jun 2014', 'FOB (Baht)')"
ID,INDONESIA,9600,762218,19200,1507677
LA,LAO PDR,0,0,15000,420000
SUM,SUM,9600,762218,34200,1927677
