"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2020', 'Quantity')","('Jun 2020', 'FOB (Baht)')","('Jan - Jun 2020', 'Quantity')","('Jan - Jun 2020', 'FOB (Baht)')"
CN,CHINA,0,0,1500,103321
IN,INDIA,0,0,1300,55794
ID,INDONESIA,0,0,4325,506762
JP,JAPAN,155,49073,8105,731214
PH,PHILIPPINES,28200,1445772,166525,8556246
SUM,SUM,28355,1494845,181755,9953337
