"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2015', 'Quantity')","('Jun 2015', 'FOB (Baht)')","('Jan - Jun 2015', 'Quantity')","('Jan - Jun 2015', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,10000,895630
CN,CHINA,25075,3012253,241520,25251565
IN,INDIA,261075,21864067,1538875,116445911
ID,INDONESIA,62500,4861549,241500,18541154
JP,JAPAN,3550,268266,5775,414537
KR,"KOREA,REPUBLIC OF",0,0,3650,507152
MY,MALAYSIA,31150,2840361,115950,10796561
PH,PHILIPPINES,8700,696557,52875,4593512
SUM,SUM,392050,33543053,2210145,177446022
