"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2016', 'Quantity')","('Mar 2016', 'FOB (Baht)')","('Jan - Mar 2016', 'Quantity')","('Jan - Mar 2016', 'FOB (Baht)')"
AU,AUSTRALIA,30000,2767943,45000,4196809
BD,BANGLADESH,0,0,1075,101937
CN,CHINA,127620,8551215,268160,20970055
EG,EGYPT,0,0,288000,15810091
GH,GHANA,0,0,129250,3179616
HK,HONG KONG,900,57307,900,57307
IN,INDIA,356460,29164345,673240,63210429
ID,INDONESIA,271425,22324801,713005,59262548
JP,JAPAN,6015,901884,14890,2049958
KR,"KOREA,REPUBLIC OF",0,0,12220,874760
MW,MALAWI,0,0,54000,1408111
MY,MALAYSIA,82050,5952461,376551,28780585
NZ,NEW ZEALAND,250,91709,300,112411
PK,PAKISTAN,0,0,2000,265637
PH,PHILIPPINES,0,0,25434,2934216
SA,SAUDI ARABIA,24000,1650592,96000,6765772
ZA,SOUTH AFRICA,36500,2734004,77404,5424585
LK,SRI LANKA,0,0,16000,414764
TW,"TAIWAN, PROVINCE OF CHINA",1650,171957,109502,12837330
TR,TÜRKIYE,0,0,19,174731
AE,UNITED ARAB EMIRATES,96000,7807411,156000,9449681
US,UNITED STATES,42000,2958617,42001,2959120
VN,VIETNAM,124778,9548105,331892,21081225
SUM,SUM,1199648,94682351,3432843,262321678
