"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2021', 'Quantity')","('Dec 2021', 'FOB (Baht)')","('Jan - Dec 2021', 'Quantity')","('Jan - Dec 2021', 'FOB (Baht)')"
AU,AUSTRALIA,19200,1635953,76280,6684984
CN,CHINA,67500,4839196,734886,18931068
DE,GERMANY,0,0,890,86338
HK,HONG KONG,0,0,26,31
IN,INDIA,3000,250141,11475,1566756
ID,INDONESIA,354,110363,354,110394
KR,"KOREA,REPUBLIC OF",0,0,50,2400
LA,LAO PDR,220,11844,131097,5442420
MY,MALAYSIA,0,0,3103,271340
NL,NETHERLANDS,0,0,11,1785
PH,PHILIPPINES,50,4214,50,4214
SG,SINGAPORE,0,0,3095,448212
ES,SPAIN,0,0,610,54880
US,UNITED STATES,0,0,21,2713
VN,VIETNAM,100,8869,125,9459
SUM,SUM,90424,6860580,962073,33616994
