"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2021', 'Quantity')","('May 2021', 'FOB (Baht)')","('Jan - May 2021', 'Quantity')","('Jan - May 2021', 'FOB (Baht)')"
CN,CHINA,400,20024,161614,5654524
IN,INDIA,20000,2577907,524100,61795934
ID,INDONESIA,49400,3361343,299700,13996225
KR,"KOREA,REPUBLIC OF",0,0,9000,898205
MX,MEXICO,0,0,49500,2709627
PK,PAKISTAN,0,0,1450,77635
VN,VIETNAM,2500,147919,85475,3281343
SUM,SUM,72300,6107193,1130839,88413493
