"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2013', 'Quantity')","('May 2013', 'FOB (Baht)')","('Jan - May 2013', 'Quantity')","('Jan - May 2013', 'FOB (Baht)')"
AU,AUSTRALIA,62,3064,3877,369086
KH,CAMBODIA,111866,22419000,297097,59545500
CA,CANADA,0,0,3000,106331
CN,CHINA,40,5834,7040,781641
GH,GHANA,0,0,1,29
HK,HONG KONG,0,0,5608,730510
ID,INDONESIA,0,1355,20075,369881
JP,JAPAN,63,5800,63865,8088182
KE,KENYA,0,0,14250,883879
KR,"KOREA,REPUBLIC OF",0,0,47,4350
LA,LAO PDR,0,0,125,11500
MY,MALAYSIA,6250,709033,6250,709062
NC,NEW CALEDONIA,0,158,0,158
NG,NIGERIA,0,0,15000,956837
PK,PAKISTAN,0,0,5000,516115
PH,PHILIPPINES,0,0,640,84330
SG,SINGAPORE,31,30567,13687,1481344
LK,SRI LANKA,2000,116794,30000,1766846
TW,"TAIWAN, PROVINCE OF CHINA",0,0,31,2930
AE,UNITED ARAB EMIRATES,0,0,0,145
GB,UNITED KINGDOM,0,85,16,3457
US,UNITED STATES,0,0,44,72128
VN,VIETNAM,2500,169427,4258,299946
ZW,ZIMBABWE,0,0,150,2953
SUM,SUM,122812,23461117,490061,76787140
