"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2022', 'Quantity')","('May 2022', 'FOB (Baht)')","('Jan - May 2022', 'Quantity')","('Jan - May 2022', 'FOB (Baht)')"
CN,CHINA,72000,6584322,102500,7016734
IN,INDIA,33000,4811538,505300,69644972
ID,INDONESIA,37500,5378227,183700,20167416
KR,"KOREA,REPUBLIC OF",0,0,7000,861345
MX,MEXICO,0,0,49500,2896749
PK,PAKISTAN,0,0,2000,257998
PH,PHILIPPINES,0,0,22,7600
VN,VIETNAM,0,0,7000,550120
SUM,SUM,142500,16774087,857022,101402934
