"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2020', 'Quantity')","('Sept 2020', 'FOB (Baht)')","('Jan - Sept 2020', 'Quantity')","('Jan - Sept 2020', 'FOB (Baht)')"
CN,CHINA,2600,563519,85632,4459806
HK,HONG KONG,4500,229288,12175,650433
IN,INDIA,8500,1006610,8500,1006610
ID,INDONESIA,0,0,115525,15045748
JP,JAPAN,0,0,75,4125
KR,"KOREA,REPUBLIC OF",10000,1597750,91500,10211003
LA,LAO PDR,12000,376000,68000,2098250
MY,MALAYSIA,0,0,1000,113414
PK,PAKISTAN,300,12681,270450,20484146
PH,PHILIPPINES,28000,1328189,170175,8095353
SG,SINGAPORE,5000,646643,5000,646643
TW,"TAIWAN, PROVINCE OF CHINA",0,0,6000,660853
US,UNITED STATES,0,0,19400,929123
VN,VIETNAM,58000,2421396,335000,16118783
SUM,SUM,128900,8182076,1188432,80524290
