"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2019', 'Quantity')","('Mar 2019', 'FOB (Baht)')","('Jan - Mar 2019', 'Quantity')","('Jan - Mar 2019', 'FOB (Baht)')"
CN,CHINA,1550,268133,19575,2245642
HK,HONG KONG,0,0,3000,157126
ID,INDONESIA,26500,3569033,66700,9076554
JP,JAPAN,0,0,100,9577
KR,"KOREA,REPUBLIC OF",3500,552647,84000,9128083
LA,LAO PDR,13000,508000,38220,1602194
PK,PAKISTAN,7000,541870,24200,1980179
PH,PHILIPPINES,14000,689586,46250,2455215
VN,VIETNAM,58000,2820950,138000,6893138
SUM,SUM,123550,8950219,420045,33547708
