"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2014', 'Quantity')","('Jul 2014', 'FOB (Baht)')","('Jan - Jul 2014', 'Quantity')","('Jan - Jul 2014', 'FOB (Baht)')"
KH,CAMBODIA,26000,1499043,26000,1499043
CN,CHINA,16000,1072960,32400,2182273
ID,INDONESIA,0,0,80100,4521590
JP,JAPAN,0,0,1600,93434
KR,"KOREA,REPUBLIC OF",0,0,50,1582
MM,MYANMAR,0,0,39,10000
PK,PAKISTAN,0,0,13300,1198295
TW,"TAIWAN, PROVINCE OF CHINA",0,0,15000,1118360
US,UNITED STATES,0,0,5500,578344
SUM,SUM,42000,2572003,173989,11202921
