"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2022', 'Quantity')","('Mar 2022', 'FOB (Baht)')","('Jan - Mar 2022', 'Quantity')","('Jan - Mar 2022', 'FOB (Baht)')"
AO,ANGOLA,0,0,132000,5178741
AU,AUSTRALIA,1089370,51915793,2629305,123156729
BD,BANGLADESH,3308050,143783428,9858550,411685192
BR,BRAZIL,76500,3962463,77250,4000312
KH,CAMBODIA,585000,27205343,1399025,61999883
CN,CHINA,6703409,297702147,24430659,1013892116
CI,COTE D IVOIRE,0,0,51000,2338967
DJ,DJIBOUTI,132000,5988082,437500,19917814
EC,ECUADOR,0,0,24000,1216827
EG,EGYPT,0,0,96000,5391405
FJ,FIJI,16500,696058,16500,696058
GA,GABON,64800,1139005,194400,3500754
DE,GERMANY,3750,13528,3750,13528
GH,GHANA,0,0,17000,805964
GY,GUYANA,24000,1058469,24000,1058469
HK,HONG KONG,344000,15961074,2373510,97424258
IN,INDIA,2181100,98049195,4489900,200351944
ID,INDONESIA,12624500,577170551,31597650,1406361656
IL,ISRAEL,150000,7102461,280500,13438946
IT,ITALY,51000,3298883,51000,3298883
JP,JAPAN,1654201,78690142,2975481,141621232
KE,KENYA,0,0,135000,6067212
KR,"KOREA,REPUBLIC OF",0,0,28750,1374244
LA,LAO PDR,15000,717438,165000,7298022
LU,LUXEMBOURG,400,33716,400,33716
MY,MALAYSIA,1411845,65364206,3902985,172524142
MU,MAURITIUS,146500,7275528,175000,8737682
MM,MYANMAR,1623060,72885841,5093649,221719958
NZ,NEW ZEALAND,76500,3627551,286810,13429633
NG,NIGERIA,0,0,221000,8722212
OM,OMAN,26000,1362120,26000,1362120
PK,PAKISTAN,414400,20529395,1947625,81701970
PE,PERU,0,0,408000,18138888
PH,PHILIPPINES,2063168,93128509,4126668,180574408
PT,PORTUGAL,51000,2029523,55500,2267419
QA,QATAR,333500,15444456,401000,18579699
SG,SINGAPORE,127500,6402701,212500,10386773
ZA,SOUTH AFRICA,73100,4754356,172200,11541227
ES,SPAIN,25,1414,25,1414
LK,SRI LANKA,102000,4797442,310500,14167629
TW,"TAIWAN, PROVINCE OF CHINA",98000,5147237,191500,10737772
TZ,TANZANIA UNITED REPUBLIC OF,0,0,75000,3553460
TR,TÜRKIYE,49000,2801171,213407,10979347
AE,UNITED ARAB EMIRATES,0,0,24000,1201297
US,UNITED STATES,2000,285071,119200,6993497
UY,URUGUAY,27000,1085953,27000,1085953
VN,VIETNAM,2625775,116873778,12943075,532974260
SUM,SUM,38273953,1738284028,112420774,4863503632
