"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2014', 'Quantity')","('Feb 2014', 'FOB (Baht)')","('Jan - Feb 2014', 'Quantity')","('Jan - Feb 2014', 'FOB (Baht)')"
AU,AUSTRALIA,33,5057,232,35399
BD,BANGLADESH,0,0,34000,1100792
KH,CAMBODIA,9257,1872500,92779,20483860
CA,CANADA,0,0,0,16
CN,CHINA,149,22756,149,22756
DE,GERMANY,0,0,133,20228
HK,HONG KONG,1,101,1,101
IN,INDIA,32000,1280846,32000,1280846
JP,JAPAN,97,13014,338,43624
KE,KENYA,15000,1076552,30000,2093353
KR,"KOREA,REPUBLIC OF",99,15171,99,15171
MY,MALAYSIA,0,0,2000,294979
MM,MYANMAR,0,0,360,5600
NG,NIGERIA,0,0,15150,1045851
PH,PHILIPPINES,0,0,3,41640
SG,SINGAPORE,2709,218686,6959,499698
LK,SRI LANKA,6145,395000,15145,939951
TW,"TAIWAN, PROVINCE OF CHINA",1325,13376,1391,23490
VN,VIETNAM,0,0,3000,224879
SUM,SUM,66815,4913059,233739,28172234
