"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2012', 'Quantity')","('Nov 2012', 'FOB (Baht)')","('Jan - Nov 2012', 'Quantity')","('Jan - Nov 2012', 'FOB (Baht)')"
CN,CHINA,8525,647517,19025,1819909
ID,INDONESIA,90950,5614951,688925,43048275
JP,JAPAN,300,9353,22962,1818956
KR,"KOREA,REPUBLIC OF",0,0,3500,115152
MY,MALAYSIA,56000,3373161,70025,4207549
MX,MEXICO,0,0,50,2484
ZA,SOUTH AFRICA,3750,297724,41200,3057958
US,UNITED STATES,0,0,12325,1492755
VN,VIETNAM,0,0,1925,689286
SUM,SUM,159525,9942706,859937,56252324
