"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2019', 'Quantity')","('Feb 2019', 'FOB (Baht)')","('Jan - Feb 2019', 'Quantity')","('Jan - Feb 2019', 'FOB (Baht)')"
BE,BELGIUM,168000,16855119,346800,35884534
KH,CAMBODIA,0,0,27290,4210119
CN,CHINA,347370,11111802,375624,13619255
GH,GHANA,16250,404125,65000,1653351
HK,HONG KONG,0,0,10,78822
IN,INDIA,786822,57098156,1094497,83778225
ID,INDONESIA,268775,19755686,521725,39022644
JP,JAPAN,52,3433,1448,143033
KR,"KOREA,REPUBLIC OF",32200,2630205,35200,2832772
LA,LAO PDR,47,12186,165,28392
MY,MALAYSIA,67800,7809062,93450,10239491
PK,PAKISTAN,0,0,8700,726302
PH,PHILIPPINES,51029,3933200,72029,5875197
SG,SINGAPORE,0,0,540,164993
ZA,SOUTH AFRICA,17950,79109,17950,79109
LK,SRI LANKA,0,0,88,18750
TW,"TAIWAN, PROVINCE OF CHINA",39000,3613589,87725,8308790
US,UNITED STATES,16000,959038,16000,959038
VN,VIETNAM,50770,3281627,96745,6233359
SUM,SUM,1862065,127546337,2860986,213856176
