"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2021', 'Quantity')","('May 2021', 'FOB (Baht)')","('Jan - May 2021', 'Quantity')","('Jan - May 2021', 'FOB (Baht)')"
CN,CHINA,0,0,1300,53594
PF,FRENCH POLYNESIA,0,0,2,1470
HK,HONG KONG,2,231,105,13107
ID,INDONESIA,0,0,4200,483750
LA,LAO PDR,0,0,72,15000
PH,PHILIPPINES,29700,1800778,177700,8967379
SG,SINGAPORE,155,240952,155,240952
SUM,SUM,29857,2041961,183534,9775252
