"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2012', 'Quantity')","('Feb 2012', 'FOB (Baht)')","('Jan - Feb 2012', 'Quantity')","('Jan - Feb 2012', 'FOB (Baht)')"
DZ,ALGERIA,0,0,120000,5646865
AO,ANGOLA,33000,1552547,97800,3444193
AR,ARGENTINA,89400,6729400,193900,14513541
AU,AUSTRALIA,477260,22792823,713930,34831442
BD,BANGLADESH,941370,45728484,1875945,88213614
BR,BRAZIL,136300,6398098,444250,20541192
KH,CAMBODIA,257250,11963647,333250,15315144
CA,CANADA,1025,43375,1025,43375
CN,CHINA,6731390,300664553,11324339,506993173
CO,COLOMBIA,170000,7865611,204000,9345400
DJ,DJIBOUTI,33500,1502374,33500,1502374
EG,EGYPT,61000,4613794,110050,7671600
ET,ETHIOPIA,31750,1095408,31750,1095408
FR,FRANCE,0,0,950,136262
PF,FRENCH POLYNESIA,10500,496327,10500,496327
DE,GERMANY,128,266,153,1042
GH,GHANA,15875,468038,23875,765732
GN,GUINEA,0,0,102000,4434711
HK,HONG KONG,6128310,256425815,10111441,426510041
IN,INDIA,1680819,77247946,2933944,132318389
ID,INDONESIA,9128000,416749420,12861450,587701155
IL,ISRAEL,114500,5433195,147500,6953643
IT,ITALY,100,65265,100,65265
JP,JAPAN,1094147,53044410,2078240,102824745
KZ,KAZAKHSTAN,3000,327132,3000,327132
KE,KENYA,0,0,17000,819800
KR,"KOREA,REPUBLIC OF",24975,1223806,24975,1223806
KW,KUWAIT,0,0,49500,2187497
LA,LAO PDR,227550,8209803,373050,12382968
MG,MADAGASCAR,0,0,29125,841174
MY,MALAYSIA,949050,46643928,1560640,73866932
MU,MAURITIUS,67000,3111922,100500,4700914
MX,MEXICO,0,0,51000,2322633
MZ,MOZAMBIQUE,202500,9122705,202500,9122705
MM,MYANMAR,1154000,51458899,2213000,96846693
NL,NETHERLANDS,14000,1050702,14000,1050702
NC,NEW CALEDONIA,0,0,4000,180121
NZ,NEW ZEALAND,33500,1509050,43500,1990607
NG,NIGERIA,0,0,337500,15122449
OM,OMAN,66000,3132928,99000,4589175
PK,PAKISTAN,122300,6686830,207550,11652066
PG,PAPUA NEW GUINEA,49500,2142515,49500,2142515
PY,PARAGUAY,17000,777434,17000,777434
PE,PERU,34000,1630430,34000,1630430
PH,PHILIPPINES,1120000,52535240,2463500,114614086
RE,REUNION,0,0,16500,766757
RU,RUSSIAN FEDERATION,136000,6671375,136000,6671375
SG,SINGAPORE,122311,6432674,275947,13441212
ZA,SOUTH AFRICA,66425,5142858,110150,8546837
LK,SRI LANKA,69575,2697104,102825,3947036
SY,SYRIAN ARAB REPUBLIC,0,0,16500,659694
TW,"TAIWAN, PROVINCE OF CHINA",42925,3089210,58025,4264032
TZ,TANZANIA UNITED REPUBLIC OF,15000,408367,15000,408367
TG,TOGO,33000,853901,33000,853901
UA,UKRAINE,0,0,51000,2233193
AE,UNITED ARAB EMIRATES,295500,13252751,391500,17656791
GB,UNITED KINGDOM,1,231,26817,758683
US,UNITED STATES,255000,11259222,255000,11259222
VN,VIETNAM,1762350,77047525,3246156,147924171
SUM,SUM,34018086,1537299338,56382152,2549147743
