"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2013', 'Quantity')","('May 2013', 'FOB (Baht)')","('Jan - May 2013', 'Quantity')","('Jan - May 2013', 'FOB (Baht)')"
CN,CHINA,0,0,550,32690
JP,JAPAN,3050,212950,3050,212950
PH,PHILIPPINES,7350,506618,125500,8855476
SUM,SUM,10400,719568,129100,9101116
