"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2022', 'Quantity')","('Jul 2022', 'FOB (Baht)')","('Jan - Jul 2022', 'Quantity')","('Jan - Jul 2022', 'FOB (Baht)')"
AO,ANGOLA,0,0,179600,9689434
AR,ARGENTINA,25500,1256703,25500,1256703
AU,AUSTRALIA,863000,46619692,6890425,352546482
BD,BANGLADESH,528000,26662622,3904000,187673886
BE,BELGIUM,0,0,198000,12601106
BR,BRAZIL,66000,3322554,955500,49295220
KH,CAMBODIA,325000,16750066,3549500,178360659
CM,CAMEROON,0,0,25500,1300533
CA,CANADA,120000,6113176,1074000,53010564
CL,CHILE,0,0,560000,27574303
CN,CHINA,6646725,289625224,52416745,2212049769
CO,COLOMBIA,51000,2767639,332250,17951445
CG,CONGO,0,0,25000,1141169
CI,COTE D IVOIRE,35200,1716629,169000,8465042
CY,CYPRUS,0,0,23875,1100495
DJ,DJIBOUTI,0,0,96000,4559485
DO,DOMINICAN REPUBLIC,194975,10575069,296975,15924102
EC,ECUADOR,0,0,255000,13267859
EG,EGYPT,70400,3433258,70400,3433258
EE,ESTONIA,750,37819,6000,335887
FJ,FIJI,14200,972972,133750,7935174
FR,FRANCE,0,0,887925,46924794
PF,FRENCH POLYNESIA,54000,3192366,257250,14122485
GA,GABON,0,0,27000,1473351
GM,GAMBIA,0,0,204000,10583578
DE,GERMANY,227975,14075005,2501220,140782849
GH,GHANA,25500,1485140,548000,28268327
GR,GREECE,0,0,359850,19735132
GN,GUINEA,0,0,89200,4819738
IN,INDIA,549300,30946646,3304575,175602884
ID,INDONESIA,109500,7135047,2085800,102817228
IL,ISRAEL,166000,10337286,1429350,82937124
IT,ITALY,290,33646,480290,23578453
JP,JAPAN,233475,13453844,1666278,89152166
KZ,KAZAKHSTAN,0,0,140000,6034701
KE,KENYA,88000,4476820,1506000,73778650
KR,"KOREA,REPUBLIC OF",133600,8534161,878000,50095951
KW,KUWAIT,0,0,24750,1092648
LA,LAO PDR,0,0,262470,10721918
LV,LATVIA,26000,1465868,365900,18201696
LT,LITHUANIA,0,0,24000,1527390
MG,MADAGASCAR,22000,1222467,211950,11747526
MY,MALAYSIA,1149025,55253399,11527000,542006144
MU,MAURITIUS,230950,15733564,1013450,63113871
MX,MEXICO,153000,7549434,825000,39694693
MZ,MOZAMBIQUE,0,0,84200,4040644
MM,MYANMAR,393975,19504814,3735700,172467075
NL,NETHERLANDS,0,0,673000,41705140
NC,NEW CALEDONIA,13500,795723,95500,5137617
NZ,NEW ZEALAND,1359000,73033907,5762725,284996228
NG,NIGERIA,1117400,48886003,2230900,80771298
OM,OMAN,0,0,105600,5450880
PK,PAKISTAN,38200,1873374,556325,23400417
PG,PAPUA NEW GUINEA,0,0,71000,4444741
PE,PERU,0,0,76500,3716428
PH,PHILIPPINES,139350,6944619,2485050,118241917
PL,POLAND,198000,10008886,1020750,53913023
PT,PORTUGAL,96000,5248078,96000,5248078
QA,QATAR,192500,8970306,1072750,48033476
RE,REUNION,0,0,231450,13385822
RO,ROMANIA,24000,1231263,89000,4619596
RU,RUSSIAN FEDERATION,25500,1386727,25500,1386727
SN,SENEGAL,0,0,160400,8687902
SC,SEYCHELLES,0,0,9875,588730
SG,SINGAPORE,12000,944970,118000,5243951
SB,SOLOMON ISLANDS,0,0,28400,1731663
SO,SOMALIA,70400,3383859,331000,15000164
ZA,SOUTH AFRICA,54300,2644295,1192000,57317236
LK,SRI LANKA,35200,2361584,466000,21735949
SE,SWEDEN,0,0,120000,7736412
TW,"TAIWAN, PROVINCE OF CHINA",0,0,557950,28823389
TZ,TANZANIA UNITED REPUBLIC OF,211200,10151576,430600,21305093
TO,TONGA,42600,2765033,127500,7754590
TT,TRINIDAD AND TOBAGO,102000,5905657,1020000,52795379
TR,TÜRKIYE,14125,981234,249525,12563612
UA,UKRAINE,0,0,359800,16238783
AE,UNITED ARAB EMIRATES,210800,10295586,658100,29484768
GB,UNITED KINGDOM,445500,22308986,1734000,84798465
US,UNITED STATES,0,0,92875,5511560
VN,VIETNAM,703975,35652429,6993275,336877103
SUM,SUM,17608890,860027025,134867528,6303439728
