"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2019', 'Quantity')","('Apr 2019', 'FOB (Baht)')","('Jan - Apr 2019', 'Quantity')","('Jan - Apr 2019', 'FOB (Baht)')"
CN,CHINA,9850,1060160,29425,3305802
HK,HONG KONG,100,1257,3100,158383
ID,INDONESIA,13600,1844788,80300,10921342
JP,JAPAN,0,0,100,9577
KR,"KOREA,REPUBLIC OF",0,0,84000,9128083
LA,LAO PDR,13000,508000,51220,2110194
MX,MEXICO,25,4642,25,4642
PK,PAKISTAN,4425,293499,28625,2273678
PH,PHILIPPINES,7175,364839,53425,2820054
US,UNITED STATES,5500,284698,5500,284698
VN,VIETNAM,375,27852,138375,6920990
SUM,SUM,54050,4389735,474095,37937443
