"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2013', 'Quantity')","('Jun 2013', 'FOB (Baht)')","('Jan - Jun 2013', 'Quantity')","('Jan - Jun 2013', 'FOB (Baht)')"
AU,AUSTRALIA,9000,1385802,55640,7337836
BD,BANGLADESH,34000,1114866,85000,2598611
CN,CHINA,169815,16097706,526140,50514091
ET,ETHIOPIA,102000,2907690,186000,5153690
GA,GABON,0,0,34000,959065
DE,GERMANY,0,0,0,1270
IN,INDIA,55200,5585063,216900,23984711
ID,INDONESIA,130560,9926795,349025,30383870
JP,JAPAN,54,3157,54,3157
KR,"KOREA,REPUBLIC OF",117500,8929652,329450,23965424
MY,MALAYSIA,51900,4187224,151440,13730300
NZ,NEW ZEALAND,29500,2998016,64500,6592522
PK,PAKISTAN,0,0,200,30695
PH,PHILIPPINES,0,0,15980,1585635
SG,SINGAPORE,0,0,20600,2548629
LK,SRI LANKA,2200,150084,2200,150084
TW,"TAIWAN, PROVINCE OF CHINA",1100,78217,5100,549008
AE,UNITED ARAB EMIRATES,25000,2367979,165000,16345368
US,UNITED STATES,26000,2238791,44000,3564138
VN,VIETNAM,2340,263958,117165,14048182
SUM,SUM,756169,58235000,2368394,204046286
