"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2020', 'Quantity')","('Jul 2020', 'FOB (Baht)')","('Jan - Jul 2020', 'Quantity')","('Jan - Jul 2020', 'FOB (Baht)')"
CN,CHINA,29500,1399287,42650,3065097
HK,HONG KONG,0,0,7675,421145
ID,INDONESIA,0,0,110525,14420046
KR,"KOREA,REPUBLIC OF",23000,2168962,81500,8613253
LA,LAO PDR,14000,447250,56000,1722250
MY,MALAYSIA,0,0,1000,113414
PK,PAKISTAN,450,22546,257050,19448663
PH,PHILIPPINES,3625,169052,104050,5052175
US,UNITED STATES,0,0,19400,929123
VN,VIETNAM,12000,448460,267000,13288832
SUM,SUM,82575,4655557,946850,67073998
