"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2016', 'Quantity')","('Jun 2016', 'FOB (Baht)')","('Jan - Jun 2016', 'Quantity')","('Jan - Jun 2016', 'FOB (Baht)')"
BE,BELGIUM,8,725,8,725
KH,CAMBODIA,0,0,872,297000
CN,CHINA,0,0,64,5800
DE,GERMANY,0,0,2587,60992
HK,HONG KONG,166,25285,299,45513
IN,INDIA,96000,4491665,597300,26244352
ID,INDONESIA,0,0,50,3397
JP,JAPAN,190,27460,538,61461
KE,KENYA,0,0,75000,4983740
LA,LAO PDR,17544,1556160,49656,3449175
MY,MALAYSIA,60,82838,224,311059
NG,NIGERIA,15000,1035476,15000,1035476
NO,NORWAY,50,7585,50,7585
PH,PHILIPPINES,25,1330,25,1330
SG,SINGAPORE,6026,419241,21559,1472479
LK,SRI LANKA,0,0,6000,323242
CH,SWITZERLAND,0,0,3,0
TW,"TAIWAN, PROVINCE OF CHINA",0,0,49200,3689228
AE,UNITED ARAB EMIRATES,0,0,33,5057
GB,UNITED KINGDOM,0,0,232,35399
SUM,SUM,135069,7647765,818700,42033010
