"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2020', 'Quantity')","('Nov 2020', 'FOB (Baht)')","('Jan - Nov 2020', 'Quantity')","('Jan - Nov 2020', 'FOB (Baht)')"
AR,ARGENTINA,27700,1983403,477150,34201784
AU,AUSTRALIA,11980,874170,750259,42650129
AT,AUSTRIA,0,0,1000,45818
BD,BANGLADESH,16000,305139,85500,2088777
KH,CAMBODIA,0,0,38000,1626374
CM,CAMEROON,0,0,37250,230554
CN,CHINA,6886922,90648497,98450919,1875835451
FJ,FIJI,0,0,28700,1118048
DE,GERMANY,175,5416,1470,61445
GH,GHANA,0,0,97500,2089376
HK,HONG KONG,51800,312878,416017,3182435
IN,INDIA,259200,7855752,3627285,91745532
ID,INDONESIA,143580,6527972,1533335,61965055
IE,IRELAND,0,0,1,90
IL,ISRAEL,0,0,600,40725
IT,ITALY,0,0,25,778
JP,JAPAN,26185,898784,682288,30911784
KR,"KOREA,REPUBLIC OF",0,0,54907,4020737
LA,LAO PDR,1300,54600,57459,3307860
LU,LUXEMBOURG,0,0,200,3223
MY,MALAYSIA,50175,3580627,361271,31818479
MU,MAURITIUS,17000,368270,45000,1245338
YT,MAYOTTE,0,0,1,150
MX,MEXICO,0,0,200,35236
MM,MYANMAR,10230,317208,36754,1599448
NP,NEPAL,0,0,38550,1733030
NZ,NEW ZEALAND,0,0,179870,12754903
PK,PAKISTAN,3000,216698,44100,2744463
PH,PHILIPPINES,14225,1098141,162870,9318039
SG,SINGAPORE,17,30584,143853,14724051
SI,SLOVENIA,0,0,1426090,35505958
ZA,SOUTH AFRICA,28350,2055342,157400,11366207
LK,SRI LANKA,0,0,54511,2534000
CH,SWITZERLAND,0,0,27,317
TW,"TAIWAN, PROVINCE OF CHINA",132100,4264419,1886420,73442861
TG,TOGO,0,0,1000,158295
TR,TÜRKIYE,12080,1760859,96330,7736699
UA,UKRAINE,0,0,2000,308275
AE,UNITED ARAB EMIRATES,7500,486899,80300,4897116
GB,UNITED KINGDOM,0,0,27100,358424
US,UNITED STATES,0,0,18792,192117
VN,VIETNAM,59921,4654126,681611,49620015
SUM,SUM,7759440,128299784,111783915,2417219396
