"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2018', 'Quantity')","('Mar 2018', 'FOB (Baht)')","('Jan - Mar 2018', 'Quantity')","('Jan - Mar 2018', 'FOB (Baht)')"
KH,CAMBODIA,6450,90300,15600,218400
CN,CHINA,1188000,52638325,1683500,73219978
HK,HONG KONG,0,0,1,97
IN,INDIA,414,261332,1448,934548
ID,INDONESIA,0,0,2000,91632
JP,JAPAN,0,0,100,4739
KR,"KOREA,REPUBLIC OF",0,0,1320,18004
MY,MALAYSIA,44140,2131560,120142,5881139
PH,PHILIPPINES,23016,1146813,35045,1749460
LK,SRI LANKA,0,0,2000,81486
SUM,SUM,1262020,56268330,1861156,82199483
