"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2019', 'Quantity')","('Dec 2019', 'FOB (Baht)')","('Jan - Dec 2019', 'Quantity')","('Jan - Dec 2019', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,60000,2796640
BD,BANGLADESH,0,0,1552000,71975187
BE,BELGIUM,0,0,300,1018966
KH,CAMBODIA,0,0,1320,132640
CL,CHILE,0,0,347,10964
CN,CHINA,5967486,267005178,90479794,4309236057
HK,HONG KONG,0,0,1,306
IN,INDIA,1507000,67530930,21146500,976242037
ID,INDONESIA,165000,7363253,1582344,74268497
JP,JAPAN,0,0,24252,1411516
LA,LAO PDR,0,0,40,49351
MY,MALAYSIA,2100,244390,112542,7264538
MM,MYANMAR,0,0,14020,899446
PK,PAKISTAN,33000,1503157,259500,12180045
PH,PHILIPPINES,1500,150211,26255,1940407
SC,SEYCHELLES,0,0,1600,198000
SG,SINGAPORE,220,7185,30840,1503721
LK,SRI LANKA,0,0,17000,789737
TW,"TAIWAN, PROVINCE OF CHINA",0,0,69000,3366813
AE,UNITED ARAB EMIRATES,0,0,24150,1146001
US,UNITED STATES,64000,2904527,226000,10742417
VN,VIETNAM,144064,6807709,1105154,53909285
SUM,SUM,7884370,353516540,116732959,5531082571
