"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2021', 'Quantity')","('Jul 2021', 'FOB (Baht)')","('Jan - Jul 2021', 'Quantity')","('Jan - Jul 2021', 'FOB (Baht)')"
AU,AUSTRALIA,250,31286,500,61926
CN,CHINA,2128025,16644295,6061838,50542854
DO,DOMINICAN REPUBLIC,1300,52551,48850,1362463
DE,GERMANY,0,0,15,446
HK,HONG KONG,0,0,300,14400
IN,INDIA,99000,2220673,561025,13678797
JP,JAPAN,0,0,4,635
KR,"KOREA,REPUBLIC OF",70876,554355,150964,1192664
LA,LAO PDR,10,7600,752,452845
MY,MALAYSIA,0,0,1000,120941
MX,MEXICO,0,0,100,7385
NC,NEW CALEDONIA,0,0,460,38400
PH,PHILIPPINES,0,0,0,61
SG,SINGAPORE,1400,102931,2400,145282
CH,SWITZERLAND,0,0,0,54
TW,"TAIWAN, PROVINCE OF CHINA",0,0,24000,271316
TZ,TANZANIA UNITED REPUBLIC OF,0,0,12000,659014
VN,VIETNAM,0,0,55315,1612666
SUM,SUM,2300861,19613691,6919523,70162149
