"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2018', 'Quantity')","('Feb 2018', 'FOB (Baht)')","('Jan - Feb 2018', 'Quantity')","('Jan - Feb 2018', 'FOB (Baht)')"
AU,AUSTRALIA,801380,37281790,1820660,85676265
BD,BANGLADESH,39600,2134989,271150,11278006
BE,BELGIUM,101700,5655478,346850,20031630
CN,CHINA,38573020,1751965283,61429105,2857275371
DE,GERMANY,117000,6448239,117000,6448239
HK,HONG KONG,93350,5948983,112150,7137132
IN,INDIA,4781300,203354590,9757600,413438227
ID,INDONESIA,5528900,237833162,10331565,441557195
JP,JAPAN,6954750,329211392,13072050,640741259
KR,"KOREA,REPUBLIC OF",703800,37716154,1236900,69713634
MY,MALAYSIA,1213945,55509687,2241865,102280797
MM,MYANMAR,0,0,90750,3344925
NP,NEPAL,0,0,198000,7455786
NZ,NEW ZEALAND,489340,22378108,1011340,47881385
PK,PAKISTAN,330550,14076710,449350,19410696
PH,PHILIPPINES,1295250,52632618,2708325,110175787
SG,SINGAPORE,68075,3375067,330725,20102156
LK,SRI LANKA,140250,5915819,313500,13396803
TW,"TAIWAN, PROVINCE OF CHINA",610375,28896341,1360525,66809940
US,UNITED STATES,72750,5921259,73500,5975514
VN,VIETNAM,738350,41805013,1807800,100089630
SUM,SUM,62653685,2848060682,109080710,5050220377
