"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2013', 'Quantity')","('Aug 2013', 'FOB (Baht)')","('Jan - Aug 2013', 'Quantity')","('Jan - Aug 2013', 'FOB (Baht)')"
CN,CHINA,0,0,15650,988366
FR,FRANCE,0,0,2,59
HK,HONG KONG,0,0,100,5991
ID,INDONESIA,117991,8561662,571839,38828883
JP,JAPAN,0,0,13730,1053087
KR,"KOREA,REPUBLIC OF",0,0,1200,97368
MY,MALAYSIA,28000,1908605,252100,16490097
SG,SINGAPORE,0,0,1,102
ZA,SOUTH AFRICA,0,0,53000,4135894
TW,"TAIWAN, PROVINCE OF CHINA",0,0,2850,164794
US,UNITED STATES,0,0,4,118
VN,VIETNAM,400,72272,1600,431475
SUM,SUM,146391,10542539,912076,62196234
