"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2022', 'Quantity')","('Nov 2022', 'FOB (Baht)')","('Jan - Nov 2022', 'Quantity')","('Jan - Nov 2022', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,38,27000
BD,BANGLADESH,16250,382166,65000,1718481
BN,BRUNEI DARUSSALAM,0,0,30000,1506546
CN,CHINA,0,0,54000,397465
IT,ITALY,0,0,150,10420
JP,JAPAN,40,0,528,145701
MX,MEXICO,0,0,24000,2166576
PG,PAPUA NEW GUINEA,0,0,19,6573
TR,TÜRKIYE,0,0,30000,2516004
US,UNITED STATES,12000,1128859,88800,8589098
VN,VIETNAM,57000,3589034,361950,23216204
SUM,SUM,85290,5100059,654485,40300068
