"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2020', 'Quantity')","('Aug 2020', 'FOB (Baht)')","('Jan - Aug 2020', 'Quantity')","('Jan - Aug 2020', 'FOB (Baht)')"
AR,ARGENTINA,0,0,177300,11292920
AU,AUSTRALIA,2000,97142,101204,4020275
BD,BANGLADESH,340000,10821520,2394000,75372692
BR,BRAZIL,193000,6584452,662300,29375131
KH,CAMBODIA,247400,8138546,1798113,57183169
CM,CAMEROON,0,0,171000,4382386
CA,CANADA,0,0,750,19177
CN,CHINA,2866426,54359133,42773922,705282097
CG,CONGO,0,0,500250,14439230
CI,COTE D IVOIRE,0,0,97000,2962299
DJ,DJIBOUTI,0,0,1025000,17391403
FJ,FIJI,0,0,16000,404720
PF,FRENCH POLYNESIA,0,0,90000,2741546
DE,GERMANY,0,0,9174,470426
GH,GHANA,0,0,107250,2163881
GT,GUATEMALA,0,0,75750,1993224
GN,GUINEA,0,0,500250,11979032
HK,HONG KONG,194121,5971404,703170,22992390
IN,INDIA,403060,17596339,3304379,126588341
ID,INDONESIA,4126500,124728798,31484880,948410372
JP,JAPAN,507883,16538706,6161311,191526101
KE,KENYA,0,0,68000,1391830
KR,"KOREA,REPUBLIC OF",400,6442,11827,335539
LA,LAO PDR,68000,2447494,386135,13337745
MG,MADAGASCAR,0,0,17250,447729
MY,MALAYSIA,531419,18549908,3569968,120835232
MU,MAURITIUS,17000,558270,91000,2887007
MZ,MOZAMBIQUE,0,0,136000,3557118
MM,MYANMAR,56300,2666713,739650,24448763
NZ,NEW ZEALAND,0,0,15000,460152
NG,NIGERIA,0,0,345000,10035004
PK,PAKISTAN,27820,2169020,829210,25872333
PH,PHILIPPINES,989576,32130100,6454118,212088169
PL,POLAND,0,0,735360,14915389
QA,QATAR,0,0,57000,1923530
RO,ROMANIA,12000,767769,48000,3033447
SG,SINGAPORE,34000,1129625,578608,18612417
SI,SLOVENIA,92250,2685969,784670,22147835
ZA,SOUTH AFRICA,33500,1707963,221175,13144163
LK,SRI LANKA,153000,4916954,415595,19310456
CH,SWITZERLAND,0,0,52,81
TW,"TAIWAN, PROVINCE OF CHINA",0,0,9956,949882
TZ,TANZANIA UNITED REPUBLIC OF,52000,1139303,471250,9570914
TG,TOGO,0,0,32500,719129
TR,TÜRKIYE,0,0,50,1682
GB,UNITED KINGDOM,0,0,24940,694824
US,UNITED STATES,0,94,378978,46766790
VN,VIETNAM,242900,8626470,4023119,143519657
ZM,ZAMBIA,0,0,128000,2802564
SUM,SUM,11190555,324338134,112725414,2944800193
