"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2014', 'Quantity')","('May 2014', 'FOB (Baht)')","('Jan - May 2014', 'Quantity')","('Jan - May 2014', 'FOB (Baht)')"
AR,ARGENTINA,132500,10075889,559300,42371906
AU,AUSTRALIA,0,0,2300,398812
BR,BRAZIL,0,0,100,10577
CN,CHINA,50,1995,3325,208187
IN,INDIA,0,0,5000,457729
ID,INDONESIA,21000,1434431,167900,11152899
JP,JAPAN,1500,168162,39094,3286267
KR,"KOREA,REPUBLIC OF",0,0,350,2244
PK,PAKISTAN,0,0,2500,290059
SG,SINGAPORE,0,0,2000,311546
TW,"TAIWAN, PROVINCE OF CHINA",0,16,238,82600
VN,VIETNAM,39000,2476102,254525,16453230
SUM,SUM,194050,14156595,1036632,75026056
