"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2015', 'Quantity')","('Nov 2015', 'FOB (Baht)')","('Jan - Nov 2015', 'Quantity')","('Jan - Nov 2015', 'FOB (Baht)')"
CN,CHINA,0,0,1400,45306
DE,GERMANY,0,0,515,18615
HK,HONG KONG,828,32074,5536,549698
IN,INDIA,0,0,398000,10180940
ID,INDONESIA,1500,110492,9450,643750
JP,JAPAN,0,0,1000,67557
KR,"KOREA,REPUBLIC OF",0,0,0,32
MY,MALAYSIA,0,0,0,162
MM,MYANMAR,0,0,2000,126000
PH,PHILIPPINES,0,0,605,41085
SG,SINGAPORE,1,159,81,10006
CH,SWITZERLAND,0,0,75,2727
AE,UNITED ARAB EMIRATES,0,0,40,643
VN,VIETNAM,500,31569,2500,159876
SUM,SUM,2829,174294,421202,11846397
