"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2014', 'Quantity')","('Apr 2014', 'FOB (Baht)')","('Jan - Apr 2014', 'Quantity')","('Jan - Apr 2014', 'FOB (Baht)')"
AU,AUSTRALIA,124800,9635065,739000,55337002
BD,BANGLADESH,356619,21939711,990419,61702282
BE,BELGIUM,19260,1191689,19260,1191689
CN,CHINA,9974070,609753973,37562386,2256600850
ET,ETHIOPIA,85000,2507013,170000,5031262
FJ,FIJI,0,0,10750,579495
FR,FRANCE,40,8596,40,8596
GA,GABON,0,0,17000,526858
DE,GERMANY,0,0,150,6618
GH,GHANA,0,0,17000,690754
HK,HONG KONG,188200,12574342,821000,52052913
IN,INDIA,1032950,54262480,4436550,230114006
ID,INDONESIA,408388,26191069,1371288,88418617
JP,JAPAN,2425750,150950711,10768521,653177673
KE,KENYA,0,0,1650,42661
KR,"KOREA,REPUBLIC OF",1901500,127481917,7407125,487886361
LA,LAO PDR,0,0,184377,5299625
MY,MALAYSIA,223900,14481570,629900,40250110
MV,MALDIVES,0,0,16500,595691
MM,MYANMAR,0,0,200,10808
NL,NETHERLANDS,237600,22635324,792000,65986466
NZ,NEW ZEALAND,18800,1398454,81800,6396710
PK,PAKISTAN,0,0,21175,1259811
PE,PERU,0,0,17000,657861
PH,PHILIPPINES,726550,38039559,2403525,128434113
SG,SINGAPORE,28675,1830656,312797,20153697
ES,SPAIN,40,15873,40,15873
LK,SRI LANKA,20792,1338589,40592,2589615
TW,"TAIWAN, PROVINCE OF CHINA",546324,33043670,1799324,110389285
TZ,TANZANIA UNITED REPUBLIC OF,17000,558628,34000,1127080
AE,UNITED ARAB EMIRATES,0,0,38,128
US,UNITED STATES,500,1651,1307300,81952633
VN,VIETNAM,365908,25373793,1296769,89635516
SUM,SUM,18702666,1155214333,73269476,4448122659
