"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2012', 'Quantity')","('Feb 2012', 'FOB (Baht)')","('Jan - Feb 2012', 'Quantity')","('Jan - Feb 2012', 'FOB (Baht)')"
AO,ANGOLA,1006500,46100315,1072500,49154302
AR,ARGENTINA,0,0,11000,1004331
AU,AUSTRALIA,279025,14762350,504775,27934814
BD,BANGLADESH,369750,18310603,779500,38278406
BR,BRAZIL,17250,793519,17250,793519
KH,CAMBODIA,15000,705703,15000,705703
CN,CHINA,6198600,287324358,10325350,475954028
CG,CONGO,17000,854716,17000,854716
DJ,DJIBOUTI,34000,1503952,34000,1503952
EG,EGYPT,0,0,32000,2359598
ET,ETHIOPIA,64000,1896930,64000,1896930
PF,FRENCH POLYNESIA,4500,228665,4500,228665
GH,GHANA,120750,5473843,120750,5473843
GT,GUATEMALA,0,0,204000,9456841
GN,GUINEA,33000,1449044,373000,16231414
HK,HONG KONG,102300,5733860,106800,6047240
IN,INDIA,1050000,49916167,1785750,84005186
ID,INDONESIA,1060350,53800926,1429250,72832784
JP,JAPAN,7985375,375531677,16572950,764224334
KR,"KOREA,REPUBLIC OF",1197,60240,1197,60240
LA,LAO PDR,24000,1263780,24000,1263780
LR,LIBERIA,119000,5319968,153500,6822568
MY,MALAYSIA,350610,17377260,650610,32968748
MU,MAURITIUS,27000,1267450,76500,3530766
MX,MEXICO,0,0,100,6211
MZ,MOZAMBIQUE,66000,3084394,166000,7548761
MM,MYANMAR,0,0,50,2212
nan,NAMIBIA,0,0,26000,722659
NL,NETHERLANDS,150000,7080471,150000,7080471
NZ,NEW ZEALAND,150500,6834913,244000,11153135
NG,NIGERIA,103500,4874058,324000,14720461
PK,PAKISTAN,310500,19398229,1138675,61484686
PH,PHILIPPINES,1344000,62762029,2199075,101323005
SG,SINGAPORE,24750,1280851,24750,1280851
ZA,SOUTH AFRICA,226500,14647242,574800,37587131
LK,SRI LANKA,34000,1540928,50000,1967629
TW,"TAIWAN, PROVINCE OF CHINA",27000,1728477,42000,2888903
TR,TÜRKIYE,277500,13607184,503500,24076881
UA,UKRAINE,85000,3998986,187000,8465373
AE,UNITED ARAB EMIRATES,82500,3750814,82500,3750814
GB,UNITED KINGDOM,2,125,2,125
US,UNITED STATES,148500,6612440,158500,7062743
VN,VIETNAM,2014000,97947785,3058475,147075491
SUM,SUM,23923459,1138824252,43304609,2041784250
