"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2020', 'Quantity')","('Dec 2020', 'FOB (Baht)')","('Jan - Dec 2020', 'Quantity')","('Jan - Dec 2020', 'FOB (Baht)')"
BD,BANGLADESH,16250,338993,81250,1711730
BN,BRUNEI DARUSSALAM,10000,410284,40025,1520116
CN,CHINA,0,0,6225,334950
IN,INDIA,0,0,48020,2310955
JP,JAPAN,0,0,903,132512
LA,LAO PDR,0,0,24150,741710
MY,MALAYSIA,0,0,50025,1370202
PG,PAPUA NEW GUINEA,0,0,26,8602
ES,SPAIN,0,0,16,418
TR,TÜRKIYE,16800,1192596,111000,8033720
GB,UNITED KINGDOM,0,0,20,619
US,UNITED STATES,12000,864821,54375,3999934
VN,VIETNAM,57000,2798611,494003,18218253
SUM,SUM,112050,5605305,910038,38383721
