"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2016', 'Quantity')","('Jun 2016', 'FOB (Baht)')","('Jan - Jun 2016', 'Quantity')","('Jan - Jun 2016', 'FOB (Baht)')"
BE,BELGIUM,24375,1043220,24375,1043220
KH,CAMBODIA,1875,78750,316825,17334391
CN,CHINA,0,0,140000,8176941
DE,GERMANY,0,0,200,11029
IN,INDIA,330,237434,101028,3316829
ID,INDONESIA,0,0,900,145493
IT,ITALY,24375,1066761,24375,1066761
LA,LAO PDR,0,0,20500,250700
MY,MALAYSIA,68362,4038397,259076,15430988
PH,PHILIPPINES,0,0,15617,912869
SK,SLOVAKIA,0,0,97500,4160784
SE,SWEDEN,0,0,26000,1111010
VN,VIETNAM,0,0,38114,1021984
SUM,SUM,119317,6464562,1064510,53982999
