"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2017', 'Quantity')","('Oct 2017', 'FOB (Baht)')","('Jan - Oct 2017', 'Quantity')","('Jan - Oct 2017', 'FOB (Baht)')"
CN,CHINA,16000,839268,55825,3107102
HK,HONG KONG,0,0,5025,309502
IN,INDIA,2225,106554,2425,109336
ID,INDONESIA,10100,1422747,175975,23979699
JP,JAPAN,200,35568,5925,463744
LA,LAO PDR,13500,593375,158500,6980375
PH,PHILIPPINES,0,0,108100,6305712
ZA,SOUTH AFRICA,0,0,6050,430707
US,UNITED STATES,0,0,3175,211185
VN,VIETNAM,20000,985174,443775,24368688
SUM,SUM,62025,3982686,964775,66266050
