"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2014', 'Quantity')","('Mar 2014', 'FOB (Baht)')","('Jan - Mar 2014', 'Quantity')","('Jan - Mar 2014', 'FOB (Baht)')"
AU,AUSTRALIA,215000,15804960,614200,45701937
BD,BANGLADESH,336800,21257428,633800,39762571
CN,CHINA,11138664,653006462,27588316,1646846877
ET,ETHIOPIA,85000,2524249,85000,2524249
FJ,FIJI,0,0,10750,579495
GA,GABON,0,0,17000,526858
DE,GERMANY,0,0,150,6618
GH,GHANA,17000,690754,17000,690754
HK,HONG KONG,317800,21314634,632800,39478571
IN,INDIA,1359200,71606941,3403600,175851526
ID,INDONESIA,432450,27964902,962900,62227548
JP,JAPAN,2852570,171173723,8342771,502226962
KE,KENYA,1650,42661,1650,42661
KR,"KOREA,REPUBLIC OF",2398750,159051274,5505625,360404444
LA,LAO PDR,48000,1333450,184377,5299625
MY,MALAYSIA,124200,7921858,406000,25768540
MV,MALDIVES,16500,595691,16500,595691
MM,MYANMAR,0,0,200,10808
NL,NETHERLANDS,554400,43351142,554400,43351142
NZ,NEW ZEALAND,0,0,63000,4998256
PK,PAKISTAN,0,0,21175,1259811
PE,PERU,17000,657861,17000,657861
PH,PHILIPPINES,625575,33922842,1676975,90394554
SG,SINGAPORE,116650,7595167,284122,18323041
LK,SRI LANKA,19800,1251026,19800,1251026
TW,"TAIWAN, PROVINCE OF CHINA",515500,32435938,1253000,77345615
TZ,TANZANIA UNITED REPUBLIC OF,0,0,17000,568452
AE,UNITED ARAB EMIRATES,0,0,38,128
US,UNITED STATES,0,0,1306800,81950982
VN,VIETNAM,391000,26975363,930861,64261723
SUM,SUM,21583509,1300478326,54566810,3292908326
