"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2019', 'Quantity')","('Nov 2019', 'FOB (Baht)')","('Jan - Nov 2019', 'Quantity')","('Jan - Nov 2019', 'FOB (Baht)')"
AU,AUSTRALIA,185450,6629923,8667430,349275221
BD,BANGLADESH,25000,838894,1806595,66993152
BE,BELGIUM,0,0,2429100,134502567
BT,BHUTAN,0,0,321750,11442059
KH,CAMBODIA,0,0,40,26400
CN,CHINA,35146765,1378406213,334499331,14575505928
EC,ECUADOR,0,0,24750,1042102
FJ,FIJI,0,0,46000,1692993
DE,GERMANY,0,0,2080,120352
HK,HONG KONG,20000,1195876,400310,20523743
IN,INDIA,667550,31142206,11934300,553898126
ID,INDONESIA,5734960,197279327,57611996,2191803064
JP,JAPAN,8631700,341695896,80222115,3331027295
KR,"KOREA,REPUBLIC OF",473400,23427107,6602890,348559013
MY,MALAYSIA,648450,23753862,9486372,388151154
MU,MAURITIUS,0,0,32500,1213653
MM,MYANMAR,0,0,78000,3922144
NP,NEPAL,39600,2132534,117700,5590266
NL,NETHERLANDS,0,0,300,17513
NZ,NEW ZEALAND,269500,9330453,4659505,185412534
PK,PAKISTAN,0,0,595100,25509080
PG,PAPUA NEW GUINEA,0,0,32000,1140662
PH,PHILIPPINES,925650,30979410,10675370,376281835
PT,PORTUGAL,0,0,50000,1778688
RE,REUNION,0,0,2000,74172
RU,RUSSIAN FEDERATION,15500,523566,428500,15733715
SG,SINGAPORE,350900,16178551,1922750,111807253
ZA,SOUTH AFRICA,0,0,45500,1806442
ES,SPAIN,0,0,1875,64374
LK,SRI LANKA,82500,2838095,1063750,39786213
CH,SWITZERLAND,0,0,80,4593
TW,"TAIWAN, PROVINCE OF CHINA",761900,28904639,7777054,321092197
UA,UKRAINE,0,0,2000,72713
US,UNITED STATES,37500,3506452,507545,42401843
VN,VIETNAM,819350,44721179,6994510,378931567
SUM,SUM,54835675,2143484183,549041098,23487204626
