"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2021', 'Quantity')","('Nov 2021', 'FOB (Baht)')","('Jan - Nov 2021', 'Quantity')","('Jan - Nov 2021', 'FOB (Baht)')"
AR,ARGENTINA,0,0,72000,4671222
AU,AUSTRALIA,0,0,186813,5583410
BD,BANGLADESH,24000,1982990,268750,21395350
BE,BELGIUM,144000,15812690,2029340,205695702
KH,CAMBODIA,54753,9469182,343198,51083393
CA,CANADA,0,0,500,4123
CN,CHINA,485550,42315222,3984504,356004921
CO,COLOMBIA,0,0,17,12683
CZ,CZECH REPUBLIC,500,35071,992,69489
EG,EGYPT,0,0,144000,8261343
DE,GERMANY,0,0,1706,75504
GN,GUINEA,55000,1494104,109000,2664299
HK,HONG KONG,0,1,1,17
IN,INDIA,271150,22947211,5438700,399271779
ID,INDONESIA,154261,13551361,2106451,167954400
JP,JAPAN,20382,1060688,492608,39688034
KR,"KOREA,REPUBLIC OF",0,0,44975,4247779
LA,LAO PDR,1158,150038,1833,276976
MG,MADAGASCAR,82500,2478027,82500,2478027
MY,MALAYSIA,33750,3957182,477297,41362153
MU,MAURITIUS,32400,944565,81000,2166681
MX,MEXICO,0,0,16000,874149
MM,MYANMAR,3415,366958,27556,2715833
NL,NETHERLANDS,0,0,20,2000
PK,PAKISTAN,1000,107006,82375,6559698
PH,PHILIPPINES,4575,1012039,225373,17478721
SA,SAUDI ARABIA,0,0,353375,26272531
SG,SINGAPORE,75,13931,1095,227111
ZA,SOUTH AFRICA,49450,3390392,94060,7436130
LK,SRI LANKA,0,0,16088,386731
TW,"TAIWAN, PROVINCE OF CHINA",96000,11130465,434900,45059782
AE,UNITED ARAB EMIRATES,30000,712267,451450,20107928
US,UNITED STATES,0,0,13775,1178795
VN,VIETNAM,23350,1767803,353517,26122693
SUM,SUM,1567269,134699193,17935769,1467389387
