"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2019', 'Quantity')","('Mar 2019', 'FOB (Baht)')","('Jan - Mar 2019', 'Quantity')","('Jan - Mar 2019', 'FOB (Baht)')"
BD,BANGLADESH,0,0,3000,168672
BN,BRUNEI DARUSSALAM,0,0,10000,419648
CN,CHINA,0,0,81001,1631954
IN,INDIA,16000,919164,49000,2919538
ID,INDONESIA,0,0,300,23264
JP,JAPAN,310,19179,1835,108292
KR,"KOREA,REPUBLIC OF",0,0,75,13492
LA,LAO PDR,0,0,30000,1206818
PG,PAPUA NEW GUINEA,30,3093,30,3093
SG,SINGAPORE,1000,7733,1000,7733
TW,"TAIWAN, PROVINCE OF CHINA",0,0,375,59603
TR,TÜRKIYE,16200,1267849,36600,2865035
US,UNITED STATES,2775,217779,14800,1178153
VN,VIETNAM,19000,871390,61200,2778349
SUM,SUM,55315,3306187,289216,13383644
