"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2016', 'Quantity')","('Mar 2016', 'FOB (Baht)')","('Jan - Mar 2016', 'Quantity')","('Jan - Mar 2016', 'FOB (Baht)')"
AU,AUSTRALIA,24000,1309578,94250,4927608
BD,BANGLADESH,1411000,67765383,1989000,96207479
KH,CAMBODIA,2640,195409,2640,195409
CN,CHINA,4352500,210689413,16356750,790816449
IN,INDIA,1951000,94645703,5224000,253072398
ID,INDONESIA,29000,1536117,128000,6586964
JP,JAPAN,12000,687760,12000,687760
KR,"KOREA,REPUBLIC OF",51000,2502420,51000,2502420
LA,LAO PDR,0,0,55,103864
MY,MALAYSIA,0,0,17250,878051
PK,PAKISTAN,51000,2504187,51000,2504187
PH,PHILIPPINES,51000,2521875,85875,4327720
SA,SAUDI ARABIA,0,0,24000,1265538
LK,SRI LANKA,85000,4136385,136000,6702743
TW,"TAIWAN, PROVINCE OF CHINA",0,0,24000,1159325
US,UNITED STATES,19000,947693,114000,6065821
VN,VIETNAM,99000,5056840,182000,9279188
SUM,SUM,8138140,394498763,24491820,1187282924
