"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2023', 'Quantity')","('Mar 2023', 'FOB (Baht)')","('Jan - Mar 2023', 'Quantity')","('Jan - Mar 2023', 'FOB (Baht)')"
AU,AUSTRALIA,2500,267088,12000,1005885
CN,CHINA,39275,1960151,52425,3334570
HK,HONG KONG,1,68,1,68
IN,INDIA,0,0,29000,1115902
LA,LAO PDR,2830,171068,6540,535693
MY,MALAYSIA,98,2578,2298,207786
NZ,NEW ZEALAND,300,29147,300,29147
PH,PHILIPPINES,150,18476,150,18476
ES,SPAIN,0,0,300,30882
TR,TÜRKIYE,1000,83493,1000,83493
SUM,SUM,46154,2532069,104014,6361902
