"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2018', 'Quantity')","('Dec 2018', 'FOB (Baht)')","('Jan - Dec 2018', 'Quantity')","('Jan - Dec 2018', 'FOB (Baht)')"
AO,ANGOLA,0,0,472700,18349933
AU,AUSTRALIA,675000,26807919,12506925,517295679
BD,BANGLADESH,80000,3019891,3576250,143109839
BE,BELGIUM,0,0,416000,16100743
BR,BRAZIL,0,0,14200,697346
BN,BRUNEI DARUSSALAM,0,0,3500,147499
KH,CAMBODIA,803825,34667813,6456925,293488312
CM,CAMEROON,0,0,52500,2011420
CA,CANADA,153864,7330790,2015414,96489409
CL,CHILE,0,0,50,18785
CN,CHINA,28176735,1050570215,245413501,9871656866
CG,CONGO,0,0,49000,2042560
CI,COTE D IVOIRE,0,0,1994500,75904824
CU,CUBA,0,0,12000,687210
DJ,DJIBOUTI,421500,16051201,2578000,101607154
FJ,FIJI,0,0,974650,49825240
FI,FINLAND,0,0,119775,5456701
FR,FRANCE,204900,8941611,556900,25930414
PF,FRENCH POLYNESIA,13500,622477,224950,10255125
GA,GABON,0,0,68000,3219768
DE,GERMANY,315250,14444648,3172675,151155371
GH,GHANA,0,0,2739500,105350431
HK,HONG KONG,33,392,24033,1064728
IN,INDIA,159200,8473935,4154150,196402286
ID,INDONESIA,3646500,144658983,53036025,2168613979
IE,IRELAND,0,0,140000,6097441
IL,ISRAEL,866250,38986664,14224275,628216311
JP,JAPAN,2065775,78889149,23205166,923126049
KZ,KAZAKHSTAN,0,0,371500,14919699
KE,KENYA,0,0,458300,23235665
KR,"KOREA,REPUBLIC OF",17000,1902671,215215,23349973
LA,LAO PDR,148000,5195288,1451847,51465296
LV,LATVIA,0,0,43500,1964642
LT,LITHUANIA,0,0,98400,4914154
MG,MADAGASCAR,25500,1149955,354000,16511494
MY,MALAYSIA,2503775,95778269,37798400,1545363574
MV,MALDIVES,0,0,9500,420137
ML,MALI,0,0,162000,7693802
MU,MAURITIUS,90400,4411626,1311075,64954234
MX,MEXICO,0,0,18400,2405805
MA,MOROCCO,0,0,24000,1117375
MZ,MOZAMBIQUE,0,0,293050,12070059
MM,MYANMAR,266200,10263671,4481450,175287933
NP,NEPAL,0,0,49500,1870977
NL,NETHERLANDS,66000,3423741,412500,20421787
NC,NEW CALEDONIA,37500,1609414,337750,14498771
NZ,NEW ZEALAND,243200,11886112,6356110,296939911
NG,NIGERIA,0,0,1476000,34582190
PK,PAKISTAN,19575,757506,631675,26795716
PG,PAPUA NEW GUINEA,9000,335519,403600,19626105
PH,PHILIPPINES,291750,11915627,4412775,180997637
PL,POLAND,122500,5071642,636000,27881182
PT,PORTUGAL,0,0,150000,5938094
QA,QATAR,0,0,25500,1160794
RE,REUNION,14200,794840,475700,23274912
RU,RUSSIAN FEDERATION,219200,9000539,2671850,116423762
WS,SAMOA,0,0,40200,2168684
SA,SAUDI ARABIA,0,0,17500,710700
SN,SENEGAL,0,0,456800,20337312
SC,SEYCHELLES,0,0,13975,1021876
SL,SIERRA LEONE,28000,1234816,41500,1889554
SG,SINGAPORE,24750,996429,428225,17856491
SI,SLOVENIA,0,0,198000,7917693
SB,SOLOMON ISLANDS,0,0,28325,1516853
SO,SOMALIA,0,0,49400,2259355
ZA,SOUTH AFRICA,119000,4350144,5243125,211958094
ES,SPAIN,0,0,49500,2023650
LK,SRI LANKA,9000,355697,1349575,55070852
SE,SWEDEN,0,0,320100,16985265
CH,SWITZERLAND,0,0,8,246
SY,SYRIAN ARAB REPUBLIC,0,0,226500,11171686
TW,"TAIWAN, PROVINCE OF CHINA",35000,1408266,668595,34960014
TZ,TANZANIA UNITED REPUBLIC OF,28400,1415068,28400,1415068
TG,TOGO,175000,6449593,1995000,75415361
TR,TÜRKIYE,28400,1486997,348700,17875089
UA,UKRAINE,91500,3959340,1404175,59642312
AE,UNITED ARAB EMIRATES,141300,6069431,2067425,89438819
GB,UNITED KINGDOM,0,0,105000,4312679
US,UNITED STATES,34125,1571893,75275,3418412
VN,VIETNAM,5826975,205954757,53399680,2081512679
YE,YEMEN,0,0,33500,1275582
SUM,SUM,48197582,1832214539,511919644,20852561429
