"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2020', 'Quantity')","('Jul 2020', 'FOB (Baht)')","('Jan - Jul 2020', 'Quantity')","('Jan - Jul 2020', 'FOB (Baht)')"
AO,ANGOLA,175000,4333673,210000,5175800
AU,AUSTRALIA,1066850,29911455,5938550,176367425
BH,BAHRAIN,0,0,49500,1404459
BD,BANGLADESH,614000,15064734,2045000,57273936
BR,BRAZIL,0,0,750,30642
KH,CAMBODIA,740575,22029730,5292100,165342397
CA,CANADA,204000,6809557,854275,28363301
CN,CHINA,13995610,385355517,139496435,3669094202
CG,CONGO,0,0,210000,5386999
CI,COTE D IVOIRE,105000,2730491,469000,11905161
CZ,CZECH REPUBLIC,0,0,23950,1004236
DJ,DJIBOUTI,181000,4494799,1726800,46152651
FJ,FIJI,45875,1547262,230550,7856604
FI,FINLAND,0,0,72000,2184411
FR,FRANCE,0,0,275975,9278716
PF,FRENCH POLYNESIA,58000,1793376,199975,6302066
GA,GABON,35000,862422,107000,3130726
GM,GAMBIA,0,0,17500,404442
DE,GERMANY,294000,10853195,1904125,73050783
GH,GHANA,70000,1692504,222600,8208568
GR,GREECE,70000,2479501,252450,9550925
IN,INDIA,714525,20714359,2678425,85374953
ID,INDONESIA,4232450,107808609,32602725,823395915
IL,ISRAEL,1265750,35052964,4173700,121686280
JP,JAPAN,2156090,56376044,13519414,372055723
KZ,KAZAKHSTAN,241000,6099112,695000,17303364
KE,KENYA,285000,8254245,1242700,33876887
KR,"KOREA,REPUBLIC OF",54000,3011556,214000,16783904
LA,LAO PDR,139875,3493658,882150,24012949
LV,LATVIA,0,0,51000,1589259
LT,LITHUANIA,0,0,50650,1834556
MG,MADAGASCAR,67700,2403181,186700,6392625
MY,MALAYSIA,3134250,84688310,14446175,382745400
MU,MAURITIUS,190600,7219261,565925,21967623
MX,MEXICO,6000,728816,25300,3228376
MZ,MOZAMBIQUE,0,0,154700,3965726
MM,MYANMAR,687350,19063907,4196050,122203362
nan,NAMIBIA,0,0,52400,1877168
NL,NETHERLANDS,92000,3521062,470175,18735786
NC,NEW CALEDONIA,27500,789425,202500,6149016
NZ,NEW ZEALAND,1133250,34551463,4745675,150068746
NG,NIGERIA,51000,1083880,1071000,22935360
OM,OMAN,0,0,24750,744832
PK,PAKISTAN,2975,112635,57875,2244829
PG,PAPUA NEW GUINEA,99500,4014576,132650,5332239
PH,PHILIPPINES,1131500,29015371,5487625,145753019
PL,POLAND,74250,2174799,629750,18858819
QA,QATAR,140000,3670686,595000,16077134
RE,REUNION,10975,451510,142975,5397420
RO,ROMANIA,0,0,90000,3148011
RU,RUSSIAN FEDERATION,149500,4263920,1128575,32629154
WS,SAMOA,0,0,14200,581817
SA,SAUDI ARABIA,0,0,17500,550041
SN,SENEGAL,137800,5203118,444425,17699529
SG,SINGAPORE,24770,710397,345520,16910205
SB,SOLOMON ISLANDS,14050,562576,27975,1144339
SO,SOMALIA,0,0,119800,3848401
ZA,SOUTH AFRICA,155000,3924515,920600,25609744
LK,SRI LANKA,131500,3644549,399600,11783413
SE,SWEDEN,47975,1660003,215775,8148158
TW,"TAIWAN, PROVINCE OF CHINA",88975,2606755,681825,22568247
TZ,TANZANIA UNITED REPUBLIC OF,0,0,35000,880909
TL,TIMOR-LESTE,0,0,19200,803143
TG,TOGO,0,0,124000,3094608
TR,TÜRKIYE,14200,566360,110150,4667541
UA,UKRAINE,124000,3290869,1133000,34077151
AE,UNITED ARAB EMIRATES,339000,8666421,1951200,54055944
GB,UNITED KINGDOM,297000,8432919,1311750,37342903
US,UNITED STATES,0,0,22000,731321
VN,VIETNAM,5600450,153472473,38715775,1060535056
YE,YEMEN,0,0,205000,5389712
SUM,SUM,40716670,1121262520,296928394,8066259067
