"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2021', 'Quantity')","('Jun 2021', 'FOB (Baht)')","('Jan - Jun 2021', 'Quantity')","('Jan - Jun 2021', 'FOB (Baht)')"
CN,CHINA,17300,781836,178914,6436360
IN,INDIA,0,0,524100,61795934
ID,INDONESIA,32525,3408295,332225,17404520
KR,"KOREA,REPUBLIC OF",0,0,9000,898205
MX,MEXICO,24750,1571776,74250,4281403
PK,PAKISTAN,0,0,1450,77635
VN,VIETNAM,0,0,85475,3281343
SUM,SUM,74575,5761907,1205414,94175400
