"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2021', 'Quantity')","('Sept 2021', 'FOB (Baht)')","('Jan - Sept 2021', 'Quantity')","('Jan - Sept 2021', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,787,98130
KH,CAMBODIA,100,10285,100,10285
CN,CHINA,2391835,19321759,10041630,82288612
DJ,DJIBOUTI,0,0,258177,2017133
DO,DOMINICAN REPUBLIC,23000,1022585,71850,2385048
DE,GERMANY,15,962,30,1408
HK,HONG KONG,0,0,300,14400
IN,INDIA,132348,4335088,792373,20662975
JP,JAPAN,0,0,4,635
KR,"KOREA,REPUBLIC OF",79500,629946,256964,2029654
LA,LAO PDR,0,0,752,452845
MY,MALAYSIA,0,0,1000,120941
MX,MEXICO,0,0,100,7385
NC,NEW CALEDONIA,0,0,460,38400
PH,PHILIPPINES,0,0,0,61
SN,SENEGAL,145,825,145,825
SG,SINGAPORE,0,0,2400,145282
LK,SRI LANKA,0,0,8000,591182
CH,SWITZERLAND,0,0,0,54
TW,"TAIWAN, PROVINCE OF CHINA",0,0,24000,271316
TZ,TANZANIA UNITED REPUBLIC OF,0,0,12000,659014
VN,VIETNAM,28000,1205018,83315,2817684
SUM,SUM,2654943,26526468,11554387,114613269
