"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2015', 'Quantity')","('Mar 2015', 'FOB (Baht)')","('Jan - Mar 2015', 'Quantity')","('Jan - Mar 2015', 'FOB (Baht)')"
AR,ARGENTINA,0,16,0,48
CA,CANADA,1428,457433,1428,457433
CN,CHINA,450,37849,850,71669
IN,INDIA,359,41112,359,41112
ID,INDONESIA,64425,3867746,86150,5870063
JP,JAPAN,425,56837,3850,446290
SG,SINGAPORE,0,0,1500,169281
ZA,SOUTH AFRICA,0,0,500,63630
US,UNITED STATES,0,0,300,25365
VN,VIETNAM,87000,4421839,212500,11439425
SUM,SUM,154087,8882832,307437,18584316
