"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2012', 'Quantity')","('Jun 2012', 'FOB (Baht)')","('Jan - Jun 2012', 'Quantity')","('Jan - Jun 2012', 'FOB (Baht)')"
CN,CHINA,0,0,16000,243970
MY,MALAYSIA,12000,909979,12000,909979
SUM,SUM,12000,909979,28000,1153949
