"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2022', 'Quantity')","('Mar 2022', 'FOB (Baht)')","('Jan - Mar 2022', 'Quantity')","('Jan - Mar 2022', 'FOB (Baht)')"
AU,AUSTRALIA,0,0,54750,1891157
BD,BANGLADESH,0,0,884000,36943793
BR,BRAZIL,20000,1045046,375000,19853373
KH,CAMBODIA,2900,381618,438350,19126010
CN,CHINA,1780368,24275177,6380896,112673284
DE,GERMANY,3000,493760,3000,493760
GH,GHANA,0,0,68000,3434502
HK,HONG KONG,0,0,48000,2019918
IN,INDIA,894170,46205439,2967585,147143766
ID,INDONESIA,17520,1737523,8572990,376434806
JP,JAPAN,15638,2051382,998629,46125998
KR,"KOREA,REPUBLIC OF",74059,569906,207226,3582742
LA,LAO PDR,74500,4685222,140550,8337224
MY,MALAYSIA,101245,3016847,484874,22031593
MX,MEXICO,0,0,36000,1682897
MM,MYANMAR,831025,39858026,3656115,161153736
NZ,NEW ZEALAND,0,0,15000,769664
NG,NIGERIA,0,0,17000,752828
PK,PAKISTAN,17050,1071371,83700,3606484
PH,PHILIPPINES,32224,3307660,1587695,68566469
PT,PORTUGAL,0,0,51000,2083886
QA,QATAR,0,0,102000,4689954
SG,SINGAPORE,15,21000,93515,4320843
SI,SLOVENIA,46260,2054891,185130,8539996
ZA,SOUTH AFRICA,10000,553500,74000,3910938
LK,SRI LANKA,0,0,54100,3228028
TW,"TAIWAN, PROVINCE OF CHINA",16920,1389675,25780,2388825
TR,TÜRKIYE,0,0,35800,2233483
GB,UNITED KINGDOM,0,0,49916,2375771
VN,VIETNAM,89875,4638618,3228350,132032367
SUM,SUM,4026769,137356661,30918951,1202428095
